,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
1078,"RT @BrentToderian: Never forget, the electric car is here to save the car industry, not the planet.", never forget  the electric car is here to save the car industry  not the planet ,0.0,0.0,positive,0.0,0.728,0.272,0.5948
1079,"life pro tip: if your electric car makes a loud whirring noise when charging, it is actually perfectly safe to keep… https://t.co/ZiKt363jwX",life pro tip  if your electric car makes a loud whirring noise when charging  it is actually perfectly safe to keep   ,0.3,0.65,positive,0.0,0.717,0.283,0.7964
1081,"RT @thedailybeast: The Tesla CEO lost $3.4 billion of his net worth overnight as the electric car company’s stock plummetted. 
https://t.co…", the tesla ceo lost  3 4 billion of his net worth overnight as the electric car company s stock plummetted    ,0.15,0.05,negative,0.12,0.781,0.099,-0.1027
1082,"RT @BBCbreakingNewt: Supporting men’s access to women’s changing rooms - NOW LEFT WING

Hating mines  &amp; miners - NOW LEFT WING

Hating peop…", supporting men s access to women s changing rooms   now left wing  hating mines   amp  miners   now left wing  hating peop ,0.08333333333333333,0.08333333333333333,negative,0.259,0.627,0.114,-0.5719
1083,The US is the latest country to pass what’s become a critical EV tipping point: 5% of new car sales powered by batt… https://t.co/6rhH8uRD8Q,the us is the latest country to pass what s become a critical ev tipping point  5  of new car sales powered by batt   ,0.21212121212121213,0.7181818181818183,negative,0.103,0.897,0.0,-0.3182
1085,Typical annual cost of driving an electric vehicle (EV) is £528 less than a petrol car - BUT EVs are £275 more expe… https://t.co/WGBCOu4K9s,typical annual cost of driving an electric vehicle  ev  is  528 less than a petrol car   but evs are  275 more expe   ,0.05555555555555556,0.35555555555555557,neutral,0.0,1.0,0.0,0.0
1089,"This Electric Car Is Most Reliable Kia, According to Consumer Reports - MotorBiscuit https://t.co/iBwUF2GrMx",this electric car is most reliable kia  according to consumer reports   motorbiscuit  ,0.5,0.5,negative,0.289,0.711,0.0,-0.6682
1090,World’s First Solar Car Goes into Production – a 4 Passenger EV That Can Run on the Sun https://t.co/b0y9gh0SPm,world s first solar car goes into production   a 4 passenger ev that can run on the sun  ,0.25,0.3333333333333333,neutral,0.0,1.0,0.0,0.0
1091,"উৎসবের মরশুম শেষ হয়ে গেলেও বিদ্যুৎ চালিত গাড়ি বিক্রিবাট্টায় উৎসবের দিন এখনও শেষ না হওয়ারই ইঙ্গিত
#ElectricCar… https://t.co/8q7suLIeZ4",                                                                                                      electriccar   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1092,@jvejercito better do some research on how much damage it causes the planet to make batteries for even just one ele… https://t.co/TC982atCjS,  better do some research on how much damage it causes the planet to make batteries for even just one ele   ,0.35,0.35,negative,0.133,0.747,0.12,-0.0772
1093,This Swedish company has built a fully electric ‘flying car’ it says anyone can fly https://t.co/JIRclRh3sU,this swedish company has built a fully electric  flying car  it says anyone can fly  ,0.8,0.9,neutral,0.0,1.0,0.0,0.0
1094,"@AnthemSimon @Haggis_UK Simon another middle class socialist, spends his weekends polishing his electric car. And g… https://t.co/qN1MCC9Abu",    uk simon another middle class socialist  spends his weekends polishing his electric car  and g   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1095,"Volkswagen is already preparing its electric car with 700 km of autonomy #cars #volkswagen
https://t.co/4PSr7T4EWa",volkswagen is already preparing its electric car with 700 km of autonomy  cars  volkswagen  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1097,Lexus in development of a manual transmission for electric cars | Evo https://t.co/oRfyEjAvza,lexus in development of a manual transmission for electric cars   evo  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1099,Rising battery prices threaten affordable EV push https://t.co/hRHX4baV3w via @Automotive_News,rising battery prices threaten affordable ev push   via   news,0.0,0.0,negative,0.245,0.755,0.0,-0.3818
1103,@James_BG Stupidly in the extreme filling your car with petrol or diesel takes 5 minutes max you can’t charge your… https://t.co/suQf1Gd8Lj,  bg stupidly in the extreme filling your car with petrol or diesel takes 5 minutes max you can t charge your   ,-0.46249999999999997,1.0,negative,0.143,0.857,0.0,-0.4588
1104,New Study on Electric Cars Shocks the Entire Car Industry https://t.co/WYqQuiPwMU via @YouTube,new study on electric cars shocks the entire car industry   via  ,0.06818181818181818,0.5397727272727273,negative,0.206,0.794,0.0,-0.3818
1105,"@melosyna @jeffsimmons1965 @TravisStreaming @Tesla Not sure about that ,in an electric car it weighs about 1000 pds… https://t.co/GaJAc01QeO",        not sure about that  in an electric car it weighs about 1000 pds   ,-0.25,0.8888888888888888,negative,0.141,0.859,0.0,-0.2411
1106,76 MAN Lion’s City E electric buses for Oslo - Green Car Congress https://t.co/PH3wk47Qo1,76 man lion s city e electric buses for oslo   green car congress  ,-0.2,0.3,neutral,0.0,1.0,0.0,0.0
1107,@wottle @MrShagSquatch @SellTesla I don’t drive 12K a year and didn’t pay anything close to $2K on gas last year. L… https://t.co/pAIxCYgKKl,      i don t drive 12k a year and didn t pay anything close to  2k on gas last year  l   ,0.0,0.06666666666666667,negative,0.091,0.909,0.0,-0.1027
1109,RT @Ironman510: I've saved $5000 this year by switching to a pure electric car #EV #ElectricVehicles https://t.co/nA6IfYnLF6, i ve saved  5000 this year by switching to a pure electric car  ev  electricvehicles  ,0.21428571428571427,0.5,positive,0.0,0.811,0.189,0.4215
1110,Top story: @MikeHudema: 'This electric car was built in 1912 and got a #solar power upgrade in 1960. It isn't for l… https://t.co/8wrMA99ko4,top story      this electric car was built in 1912 and got a  solar power upgrade in 1960  it isn t for l   ,0.5,0.5,positive,0.0,0.909,0.091,0.2023
1111,RT @LynnM22900493: @Coke_Bear_264 @RNCResearch Hhmmm....lots of places like Ca limiting or restricting recharging your car because power gr…,   bear 264   hhmmm    lots of places like ca limiting or restricting recharging your car because power gr ,0.0,0.0,negative,0.129,0.746,0.124,-0.0258
1113,Electric car sales should make cities cleaner and healthier https://t.co/G10cq3RBRf #Science https://t.co/Rn5ElTYJLD,electric car sales should make cities cleaner and healthier    science  ,0.0,0.0,positive,0.0,0.841,0.159,0.1779
1117,"@elonmusk @Jason @DavidSacks Maybe make a new Silicon Valley about a thousand miles east of there, near that big electric car factory.",      maybe make a new silicon valley about a thousand miles east of there  near that big electric car factory ,0.07878787878787878,0.3181818181818182,neutral,0.0,1.0,0.0,0.0
1118,RT @TheAdityaPatro: Students in Netherlands built and electric car that captures carbon v.@wef. @JimHarris @AlbertoEMachado @Khulood_Almani…, students in netherlands built and electric car that captures carbon v          almani ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1122,"@kyrstensinema It's funny, but as soon as somebody changes their own label, the left becomes unhinged.

Democrat? N… https://t.co/EK0LbAqTKh",  it s funny  but as soon as somebody changes their own label  the left becomes unhinged   democrat  n   ,0.2833333333333333,0.6666666666666666,positive,0.0,0.885,0.115,0.2382
1126,@MetaGorgonite @EleftheriaElpis @ronin19217435 Once one grasps the basic principles of copper and electromagnetic f… https://t.co/5ZvtqDJ0e9,      once one grasps the basic principles of copper and electromagnetic f   ,0.0,0.125,neutral,0.0,1.0,0.0,0.0
1128,"#2023 #Kia #EV6 ...
 
https://t.co/qtKNrO5Ejh
 
#2023KiaEv6Gt #Australia #Car #CarComparisons #CarReview… https://t.co/jp5iad4ViJ", 2023  kia  ev6            2023kiaev6gt  australia  car  carcomparisons  carreview   ,0.0,0.0,negative,0.375,0.625,0.0,-0.6369
1129,@IainHall20 @GaryLineker I think he drives an electric car,    i think he drives an electric car,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1133,Electric car sales should make cities cleaner and healthier https://t.co/tG5XEuKios,electric car sales should make cities cleaner and healthier  ,0.0,0.0,positive,0.0,0.825,0.175,0.1779
1136,A new study shows the benefits of electric car adoption on global air quality and public health. Read how… https://t.co/6YCD6JSZ5i,a new study shows the benefits of electric car adoption on global air quality and public health  read how   ,0.04545454545454545,0.17373737373737375,positive,0.0,0.867,0.133,0.3818
1137,"RT @KorsunskySergiy: I want such vehicles to be assembled in Ukraine.
The market is huge!

Electric minivehicles named Japan Car of the Yea…", i want such vehicles to be assembled in ukraine  the market is huge   electric minivehicles named japan car of the yea ,0.20000000000000004,0.7,positive,0.0,0.833,0.167,0.3818
1139,"Nu willen ze #elektrischeautos verbieden om #Energie  te besparen, whoehahahahaha
https://t.co/ETZPJC2yns",nu willen ze  elektrischeautos verbieden om  energie  te besparen  whoehahahahaha  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1140,"@Kadriilham Do you know where electricity comes from?
Or how about all the metals you use to build it?
Or the truck… https://t.co/SnaTMH9sKD",  do you know where electricity comes from  or how about all the metals you use to build it  or the truck   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1142,RT @CarsUK: MG4 EV is 2022’s Award-Winning ‘Budget’ electric car STAR #MG4EV #ElectricCars https://t.co/1xFbQJMShC https://t.co/S68qnvMCoq, mg4 ev is 2022 s award winning  budget  electric car star  mg4ev  electriccars    ,0.5,0.75,positive,0.0,0.592,0.408,0.7845
1143,Nice to see my former ALA co-worker @Hunter_Jon quoted in this story. https://t.co/zDMkD2yeZ4,nice to see my former ala co worker   jon quoted in this story   ,0.3,0.5,positive,0.0,0.811,0.189,0.4215
1145,MG4 EV is 2022’s Award-Winning ‘Budget’ electric car STAR #MG4EV #ElectricCars https://t.co/1xFbQJMShC https://t.co/S68qnvMCoq,mg4 ev is 2022 s award winning  budget  electric car star  mg4ev  electriccars    ,0.5,0.75,positive,0.0,0.592,0.408,0.7845
1147,"@jamie_saris @big_D_silver @elonmusk Lol, I've seen a lot of ill considered comments, but you, sir, take the cake.… https://t.co/duJvTB0ekX",  saris   d silver   lol  i ve seen a lot of ill considered comments  but you  sir  take the cake    ,0.15000000000000002,0.85,neutral,0.107,0.787,0.107,0.0
1150,@CherylKohs &amp;. don’t forget. You have to charge your electric crap w/ electricity NOT derived from “fossil” fuels.… https://t.co/lY1EVZnRQY,   amp   don t forget  you have to charge your electric crap w  electricity not derived from  fossil  fuels    ,-0.8,0.8,negative,0.243,0.757,0.0,-0.5423
1153,Commercial buildings with car parks must in some cases have charging stations for employees' electric vehicles. If… https://t.co/xLnF2WaE10,commercial buildings with car parks must in some cases have charging stations for employees  electric vehicles  if   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1154,Tech Digest daily roundup: Baby Tesla electric car to target VW ID.3 https://t.co/4cIKq3Qqw2,tech digest daily roundup  baby tesla electric car to target vw id 3  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1155,Tech Digest daily roundup: Baby Tesla electric car to target VW ID.3 https://t.co/77MR6C27T9,tech digest daily roundup  baby tesla electric car to target vw id 3  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1156,Tech Digest daily roundup: Baby Tesla electric car to target VW ID.3 https://t.co/USSGKGAgD5,tech digest daily roundup  baby tesla electric car to target vw id 3  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1157,Tech Digest daily roundup: Baby Tesla electric car to target VW ID.3 https://t.co/m7Qrg4NEXg,tech digest daily roundup  baby tesla electric car to target vw id 3  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1158,"@VladSte32007010 @WallStreetSilv Man, you can’t see what’s in front of your face. Yeah, let’s all have sustainable… https://t.co/7bZukYJpPd",    man  you can t see what s in front of your face  yeah  let s all have sustainable   ,0.0,0.0,positive,0.0,0.864,0.136,0.296
1159,"The company promises to deliver:
👥 over 1,000 ""high-tech jobs""
🚗 enough batteries to power more than 100,000 electr… https://t.co/7s9rL2B3uT",the company promises to deliver    over 1 000  high tech jobs    enough batteries to power more than 100 000 electr   ,0.22,0.5133333333333333,positive,0.0,0.874,0.126,0.3818
1160,Once you have experienced driving an electric powered car gasoline powered cars will not satisfy you. #solar #environment,once you have experienced driving an electric powered car gasoline powered cars will not satisfy you   solar  environment,0.8,0.9,negative,0.127,0.873,0.0,-0.357
1162,"@AyoCaesar Would make more sense to comment on how you do it from a top floor flat, but then that’s where public ch… https://t.co/15RYbwYE3V",  would make more sense to comment on how you do it from a top floor flat  but then that s where public ch   ,0.24375,0.29791666666666666,positive,0.0,0.935,0.065,0.1027
1163,4 Reasons You Should Buy an Electric Car in 2023 - Yahoo Finance https://t.co/7CLSa6s6w6,4 reasons you should buy an electric car in 2023   yahoo finance  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1164,RT @InsideEVs: Global Plug-In Electric Car Sales In October 2022 Increased By 55% https://t.co/sFMqB7iQY7 via @insideevs.com, global plug in electric car sales in october 2022 increased by 55    via   com,0.0,0.0,positive,0.0,0.861,0.139,0.2732
1165,"RT @AutoTraderSA: On the #AutoTraderPodcast this week 👌
 
We dive into counterfeit car parts, hijacking hotspots, what to do when you’ve bo…", on the  autotraderpodcast this week     we dive into counterfeit car parts  hijacking hotspots  what to do when you ve bo ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1166,"RT @yura_luckygirl: Yessay next episode !!
Yesung : I don't have a car. If i purchase, i consider to do an electric car

#YESUNG #예성 #Yessa…", yessay next episode    yesung   i don t have a car  if i purchase  i consider to do an electric car   yesung      yessa ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1169,Hyundai releases electric version of 1980s Grandeur saloon car https://t.co/VSBPWsq7BZ via @dezeen,hyundai releases electric version of 1980s grandeur saloon car   via  ,0.0,0.0,positive,0.0,0.726,0.274,0.5267
1170,"Modern #warehouse accommodation from @PropertyPeer - 4,485 Sq Ft with offices, WC’s, kitchenette, electric up and o… https://t.co/4OGT7ppVlH",modern  warehouse accommodation from     4 485 sq ft with offices  wc s  kitchenette  electric up and o   ,0.2,0.3,neutral,0.0,1.0,0.0,0.0
1171,"RT @AutoTrader_UK: It's 1st December, meaning a new car is up for grabs in our electric car giveaway 👀⚡️
This month, we are giving you the…", it s 1st december  meaning a new car is up for grabs in our electric car giveaway     this month  we are giving you the ,0.13636363636363635,0.45454545454545453,positive,0.0,0.897,0.103,0.34
1172,Electric Car Mockup – Back Half Side View https://t.co/LwaKBpR0Lb #vehiclemockups #vehiclewrapping #mockups,electric car mockup   back half side view    vehiclemockups  vehiclewrapping  mockups,-0.08333333333333333,0.08333333333333333,neutral,0.0,1.0,0.0,0.0
1175,The old north-south bullshit divide argument. Guess what I live in virtually the southernmost point in England. I c… https://t.co/8k6BPARU1Z,the old north south bullshit divide argument  guess what i live in virtually the southernmost point in england  i c   ,0.11818181818181818,0.35,negative,0.296,0.704,0.0,-0.743
1178,"Prestigious, Innovative, and Revolutionary. The BYD ATTO 3 has been voted as the VAB Electric Family Car of the Yea… https://t.co/K14l43YFFM",prestigious  innovative  and revolutionary  the byd atto 3 has been voted as the vab electric family car of the yea   ,0.5,1.0,positive,0.0,0.861,0.139,0.4404
1179,"@ofctimallen Home Improvement forever!!! Just an idea from a dumb guy in Macomb twp mi (talking about myself), have… https://t.co/Etk6PAzKN4",  home improvement forever    just an idea from a dumb guy in macomb twp mi  talking about myself   have   ,-0.375,0.5,negative,0.155,0.704,0.141,-0.0772
1181,@Talonfluff The first option sounds better to me. It's much cheaper to fix the engine or electric than buy a rusty… https://t.co/mypqEL4vVd,  the first option sounds better to me  it s much cheaper to fix the engine or electric than buy a rusty   ,0.31666666666666665,0.3444444444444444,positive,0.0,0.861,0.139,0.4404
1182,"Electric car sales reduce air pollution and mortality in the US

https://t.co/JJLNumxP2Y",electric car sales reduce air pollution and mortality in the us   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1183,"RT @negitts: ”DriveONEは,Huawei初の電気駆動システム”
”MCU,モーター,ギアボックス,DCDC（DCコンバーター）,OBC（車載充電器）,PDU（配電ユニット）,BCU（バッテリー制御ユニット）の7つのコンポーネントが含まれています”(和訳)…",  driveone  huawei             mcu             dcdc dc        obc        pdu         bcu              7                       ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1184,@WattsUp @marksandspencer @bppulseuk @The_PlugSeeker @EVclicks The person who agreed this deal clearly doesn't drive an electric car.,        plugseeker   the person who agreed this deal clearly doesn t drive an electric car ,0.10000000000000002,0.3833333333333333,positive,0.0,0.696,0.304,0.5859
1185,"RT @Mullenaires: $MULN At the end of Q3 2022, 4 hedge funds were bullish on #MullenUSA with stakes worth $0.92M. 

This is compared to 2 he…",  muln at the end of q3 2022  4 hedge funds were bullish on  mullenusa with stakes worth  0 92m    this is compared to 2 he ,0.3,0.1,positive,0.0,0.917,0.083,0.2263
1187,Used Right Door fits 2011 Jeep Compass electric privacy tint glass Right Grade https://t.co/HogSU9BOJO eBay https://t.co/vdkgQCOJha,used right door fits 2011 jeep compass electric privacy tint glass right grade   ebay  ,0.2857142857142857,0.5357142857142857,neutral,0.0,1.0,0.0,0.0
1188,Electric car owners and drivers of other zero-emission vehicles will have to pay road tax for the first time as par… https://t.co/jngVgVb4FU,electric car owners and drivers of other zero emission vehicles will have to pay road tax for the first time as par   ,0.0625,0.35416666666666663,negative,0.062,0.938,0.0,-0.1027
1191,"@ibroxmassive @Tom_Gann For disclosure as well, I'm actually an electric car owner loving in a northern terraced ho… https://t.co/GQKq7VRc9h",    gann for disclosure as well  i m actually an electric car owner loving in a northern terraced ho   ,0.3,0.525,positive,0.0,0.684,0.316,0.7184
1193,"@NopeWithExtraNo @Doneroaming_ @Nigel_Farage If batteries are likely to outlast the cars, that's no reason to buy an electric car.",       farage if batteries are likely to outlast the cars  that s no reason to buy an electric car ,0.0,1.0,negative,0.121,0.879,0.0,-0.296
1194,Kids Sports Car Ride On |12-Volt2.4G RC Electric Vehicle with Lights MP3 Black https://t.co/VQSywNcnQV eBay https://t.co/YnnQC6iso7,kids sports car ride on  12 volt2 4g rc electric vehicle with lights mp3 black   ebay  ,-0.16666666666666666,0.43333333333333335,neutral,0.0,1.0,0.0,0.0
1195,@nickboocock @jdpoc @JakeBerry @christopherhope Absolutely. I would have an electric car if the charging issues were sorted.,        absolutely  i would have an electric car if the charging issues were sorted ,0.2,0.9,neutral,0.0,1.0,0.0,0.0
1196,2023 Jeep Avenger First Drive Review: Driving the electric Jeep you can’t have - https://t.co/XdIBXZIEqB &lt;&lt;&lt; #car… https://t.co/PO7hBoh2X8,2023 jeep avenger first drive review  driving the electric jeep you can t have      lt  lt  lt   car   ,0.25,0.3333333333333333,neutral,0.0,1.0,0.0,0.0
1197,5 most popular electric LCVs coming out next year (2023) - https://t.co/M0xLkDRj09 &lt;&lt;&lt; #car #cars #auto… https://t.co/E19sJu1cKd,5 most popular electric lcvs coming out next year  2023       lt  lt  lt   car  cars  auto   ,0.3666666666666667,0.4666666666666666,positive,0.0,0.819,0.181,0.4754
1200,Can’t get an electric car? Going electric for lawn care is good for air quality too https://t.co/b9EMNwheiG,can t get an electric car  going electric for lawn care is good for air quality too  ,0.7,0.6000000000000001,positive,0.0,0.697,0.303,0.7269
1202,"@andyc_hull @EidolicKat @AyoCaesar New normal
https://t.co/6N3rzt5DkP",  hull     new normal  ,0.1431818181818182,0.5522727272727272,neutral,0.0,1.0,0.0,0.0
1204,4 Reasons You Should Buy an Electric Car in 2023 - GOBankingRates https://t.co/0uHclkNxfc,4 reasons you should buy an electric car in 2023   gobankingrates  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1206,RT @Peugeot: The #Peugeot2008 #FullElectric has just launched a month ago in Brazil and is already acclaimed as Electric Car of the Year 20…, the  peugeot2008  fullelectric has just launched a month ago in brazil and is already acclaimed as electric car of the year 20 ,0.0,0.0,positive,0.0,0.93,0.07,0.128
1207,Electric car sales reduce air pollution and mortality in the US https://t.co/B0jfDflFBE,electric car sales reduce air pollution and mortality in the us  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1211,Fisker Ronin: new image of the electric convertible GT with record autonomy https://t.co/Q8UazoVN9q #Car #autonomy… https://t.co/B5DHinvLO7,fisker ronin  new image of the electric convertible gt with record autonomy    car  autonomy   ,0.13636363636363635,0.45454545454545453,positive,0.0,0.861,0.139,0.2732
1215,@Nigel_Farage I live in a terrace house in Yate Gloucestershire.Have a drive that I park my petrol car.If and when… https://t.co/iveLRvVPGD,  farage i live in a terrace house in yate gloucestershire have a drive that i park my petrol car if and when   ,0.13636363636363635,0.5,neutral,0.0,1.0,0.0,0.0
1216,RT @LetsGoLucid2022: This is the Best Electric Car in the Market $LCID Air https://t.co/5tOzx8w1AM via @YouTube, this is the best electric car in the market  lcid air   via  ,1.0,0.3,positive,0.0,0.724,0.276,0.6369
1218,"Electric vehicles can be beneficial for the environment, with 1 electric car  saving 1.5 million grams of C02 every… https://t.co/oJgsiucEwn",electric vehicles can be beneficial for the environment  with 1 electric car  saving 1 5 million grams of c02 every   ,0.0,0.0,positive,0.0,0.847,0.153,0.4404
1219,@simonahac not if you have an electric car,  not if you have an electric car,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1222,"Wang Chuanfu, chairman of Chinese electric car manufacturer BYD, topped the annual ranking of the Chinese mainland'… https://t.co/Ijx8reoWiL",wang chuanfu  chairman of chinese electric car manufacturer byd  topped the annual ranking of the chinese mainland    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1223,"Wang Chuanfu, chairman of Chinese electric car manufacturer BYD, topped the annual ranking of the Chinese mainland'… https://t.co/F4KOATYAmL",wang chuanfu  chairman of chinese electric car manufacturer byd  topped the annual ranking of the chinese mainland    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1224,"Random tweet; does anyone else recall that in the early days of electric car production, it was suggested that an a… https://t.co/VWokWJIMBV",random tweet  does anyone else recall that in the early days of electric car production  it was suggested that an a   ,-0.2,0.4,neutral,0.0,1.0,0.0,0.0
1225,"@elonmusk @DriveTeslaca It's a nice looking car, start a Tesla subsidiaries, buy it and make another line like GM.… https://t.co/ZMnpvrAjnf",    it s a nice looking car  start a tesla subsidiaries  buy it and make another line like gm    ,0.6,1.0,positive,0.0,0.71,0.29,0.6486
1227,RT @WIONews: #Volkswagen (@VW) is postponing its decision on where to locate a planned gigafactory for electric car batteries in eastern Eu…,  volkswagen     is postponing its decision on where to locate a planned gigafactory for electric car batteries in eastern eu ,0.0,0.0,negative,0.081,0.919,0.0,-0.128
1229,"@MikeHudema I wonder how the batteries will fare at altitude -20degC or more? 

Cold weather now in U.K. only -5deg… https://t.co/Ru3NlhDPC5",  i wonder how the batteries will fare at altitude  20degc or more    cold weather now in u k  only  5deg   ,-0.033333333333333326,0.8333333333333334,neutral,0.0,1.0,0.0,0.0
1230,@nashvilleatty @FoxNews Driving an electric car is the answer? Take a look at the children extracting Nickel from m… https://t.co/EObFknNUBw,    driving an electric car is the answer  take a look at the children extracting nickel from m   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1231,RT @autocar: 🎙 Are we looking at EVs in the right way? Join @matty_prior and @JamesDisdale for episode four of Autocar's electric car podca…,   are we looking at evs in the right way  join   prior and   for episode four of autocar s electric car podca ,0.14285714285714285,0.26785714285714285,positive,0.0,0.896,0.104,0.296
1233,@MayorofLondon If you really cared about climate change you’d ban all petrol/diesel cars that are non compliant fro… https://t.co/8IeTwdgZWz,  if you really cared about climate change you d ban all petrol diesel cars that are non compliant fro   ,0.2,0.2,negative,0.159,0.705,0.136,-0.1298
1234,"@NEWSMAX Im sure more to story but shit happens, Solar panels damage the ground below from rainwater runoff after o… https://t.co/on2NpFmAW3",  im sure more to story but shit happens  solar panels damage the ground below from rainwater runoff after o   ,0.26666666666666666,0.7296296296296297,negative,0.356,0.58,0.064,-0.8608
1235,Really falling out of love with electric motoring this week. Either car or every charger I try is slow af. Range is… https://t.co/wLIt2zwbU6,really falling out of love with electric motoring this week  either car or every charger i try is slow af  range is   ,0.1333333333333333,0.39999999999999997,positive,0.075,0.757,0.167,0.5118
1237,RT @The_Japan_News: Electric minivehicles jointly developed by Nissan Motor Co. and Mitsubishi Motors Corp. claimed the top prize for the 2…, electric minivehicles jointly developed by nissan motor co  and mitsubishi motors corp  claimed the top prize for the 2 ,0.3,0.4,positive,0.0,0.758,0.242,0.6249
1238,"https://t.co/ekURcqmbAu
#jtmobility #Jayanitechnologies #cables #solutions #electricalvehicle #type2 #ev #evcharger… https://t.co/5fHv3QoZ4x",   jtmobility  jayanitechnologies  cables  solutions  electricalvehicle  type2  ev  evcharger   ,0.0,0.0,positive,0.0,0.805,0.195,0.1779
1239,@AyoCaesar there are terraced houses in Guildford &amp; cars with driveways in Jake's constit'cy. Maybe a better way to… https://t.co/iyBGoXQxDH,  there are terraced houses in guildford  amp  cars with driveways in jake s constit cy  maybe a better way to   ,0.5,0.5,positive,0.0,0.854,0.146,0.4404
1241,@John_Lytham @ejwwest @JakeBerry One most consumers will worry about and which could result in an automatic rejecti… https://t.co/hUqgwF5iGp,  lytham     one most consumers will worry about and which could result in an automatic rejecti   ,0.5,0.5,negative,0.184,0.816,0.0,-0.4877
1242,"@FoxNews John Kerry has been a fraud since he stole valor in the Navy. The future is Hydrogen Fusion. $20,000 to re… https://t.co/H3bKTPKsEI",  john kerry has been a fraud since he stole valor in the navy  the future is hydrogen fusion   20 000 to re   ,0.0,0.125,negative,0.16,0.84,0.0,-0.5859
1244,"RT @TV9Bharatvarsh: MG Motors की ये छुटकू इलेक्ट्रिक कार देगी 300KM की बेहतरीन रेंज! टेस्टिंग हुई शुरू
#AutoMobile 
https://t.co/avfhCRXZ9m", mg motors                                 300km                                     automobile   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1247,@washout_661 right????? I mean there is a massive market for electric car tech (see: richest man alive currently ta… https://t.co/4mLRHj25ks,  661 right      i mean there is a massive market for electric car tech  see  richest man alive currently ta   ,0.014642857142857141,0.604642857142857,positive,0.0,0.714,0.286,0.7184
1248,"@elonmusk You ought to know this, with your electric car company.  Now that the planet is dying, some truth seeps t… https://t.co/5rxirBIzLU",  you ought to know this  with your electric car company   now that the planet is dying  some truth seeps t   ,0.0,0.0,positive,0.0,0.887,0.113,0.3182
1249,RT @Tom_Gann: Agree with this - issue is that car ownership is an ideology that’s deeply materially incarnated in how cities and towns are…, agree with this   issue is that car ownership is an ideology that s deeply materially incarnated in how cities and towns are ,0.0,0.4,positive,0.0,0.889,0.111,0.3612
1250,"If you're spending any time on social media researching electric vehicles, you've probably read headlines and comme… https://t.co/ge7KOj3ORN",if you re spending any time on social media researching electric vehicles  you ve probably read headlines and comme   ,0.03333333333333333,0.06666666666666667,neutral,0.0,1.0,0.0,0.0
1253,Not bad tbh. Sleek for an electric car. https://t.co/rcV8akv2jv,not bad tbh  sleek for an electric car   ,0.3499999999999999,0.6666666666666666,positive,0.0,0.711,0.289,0.431
1258,@wintonsauto “The weak macroeconomic outlook will make cheaper Chinese EV brands more attractive. It will be easier… https://t.co/QsEqTwTRLT,   the weak macroeconomic outlook will make cheaper chinese ev brands more attractive  it will be easier   ,0.23125,0.53125,positive,0.132,0.594,0.274,0.4754
1259,@DavidSt53459646 @cedview123 @MikeKflht @trapperjohn37 @chill_pill68 @elonmusk Except it is....… https://t.co/oLeTsRlzBX,          pill68   except it is       ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1260,@elonmusk Do you think Tesla will ever produce a conversion kit or components to convert an ICE car to electric? It… https://t.co/1Geu4AWQkz,  do you think tesla will ever produce a conversion kit or components to convert an ice car to electric  it   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1265,"Absolute key as company car drivers and rep drivers look to make the switch to electric cars, the actual speed of f… https://t.co/2gBnSzECiX",absolute key as company car drivers and rep drivers look to make the switch to electric cars  the actual speed of f   ,0.06666666666666667,0.6666666666666666,neutral,0.0,1.0,0.0,0.0
1267,"RT @mbaltamirano: @jvejercito This is an electric car in Amsterdam , especially for Seniors (65 years old) https://t.co/EPvlRMuDpO",   this is an electric car in amsterdam   especially for seniors  65 years old   ,0.05,0.6,neutral,0.0,1.0,0.0,0.0
1268,"RT @historydefined: Charging an electric car, 1905. https://t.co/QdxhVdEaAJ", charging an electric car  1905   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
