,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
807,"@hugobosnl @zunder_es @VinFastEurope Hugo had to start on the 50kW, welcome to 🇪🇸
#chargingmonster or not, infrastr… https://t.co/RRsq3ulPU5",    es   hugo had to start on the 50kw  welcome to     chargingmonster or not  infrastr   ,0.8,0.9,positive,0.0,0.812,0.188,0.4588
808,@EggerFelix @KiffeurDeBoulet @crypto_veggies @zarteled @Tesla Which mountain gorge in Belgium are you going to dam up? 🤔,      veggies     which mountain gorge in belgium are you going to dam up   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
809,@johnmarkneato @shaunrein You really need to open your eyes and learn more. I guess you also think tesla is the big… https://t.co/oOj9Wti9tt,    you really need to open your eyes and learn more  i guess you also think tesla is the big   ,0.175,0.325,neutral,0.0,1.0,0.0,0.0
812,@beckynz @raven9anytime @BitterTonic @georgegalloway @Twitter @Tesla @elonmusk @KRWLaw And the narcissist will happ… https://t.co/uEnIjSf8LV,                and the narcissist will happ   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
813,"Tesla CEO’su ve dünyanın en zengin ismi Elon Musk, küresel ekonomiye ilişkin tahminlerde bulundu. Öngörülerini sahi… https://t.co/16b46NkcGc",tesla ceo su ve d nyan n en zengin ismi elon musk  k resel ekonomiye ili kin tahminlerde bulundu   ng r lerini sahi   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
814,"@jasondebolt My is about Tesla…

https://t.co/DVV7myBcve",  my is about tesla    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
815,"RT @BloombergAsia: While Elon Musk is busy overhauling Twitter, Tesla is facing increasingly urgent issues and testing the faith of some of…", while elon musk is busy overhauling twitter  tesla is facing increasingly urgent issues and testing the faith of some of ,0.1,0.3,positive,0.0,0.796,0.204,0.5574
817,@OlafGersemann @welt @The_Sommerfeldt Tesla=Synonym für miserable Verarbeitung. Eine Klappermühle....,      sommerfeldt tesla synonym f r miserable verarbeitung  eine klapperm hle    ,-1.0,1.0,negative,0.314,0.686,0.0,-0.4939
818,RT @leoventuresllc: Tesla..What Can You Say!! #tesla #tsla #stock #stockmarket #options #money #cars #tech #technology https://t.co/NyUhYM5…, tesla  what can you say    tesla  tsla  stock  stockmarket  options  money  cars  tech  technology  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
820,"@bradsferguson If I remember right, tesla shareholders overwhelmingly voted against board candidiases nominated by… https://t.co/UairIYlNlH",  if i remember right  tesla shareholders overwhelmingly voted against board candidiases nominated by   ,0.39285714285714285,0.7678571428571428,negative,0.12,0.88,0.0,-0.128
821,"@TESLA_CREADOR Vena a tope no hay quien pare este rayo
Buenos dias 
Feliz sábado",  creador vena a tope no hay quien pare este rayo buenos dias  feliz s bado,0.0,0.0,negative,0.155,0.845,0.0,-0.296
822,@grimsyishere @gattsuslatt yeah and ofc google wont sell off youtube and even if they did it would likely go for fa… https://t.co/bARwfRpTZv,    yeah and ofc google wont sell off youtube and even if they did it would likely go for fa   ,0.0,1.0,positive,0.0,0.891,0.109,0.296
824,⭐️ El mejor inventor: ¿Nikola Tesla o Thomas Edison? https://t.co/UvYiivMl3z,   el mejor inventor   nikola tesla o thomas edison   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
826,"IA #OCTA - digging out the good, bad and ugly in the crypto and equity markets today, also touching on global macro… https://t.co/71zPOLVOmS",ia  octa   digging out the good  bad and ugly in the crypto and equity markets today  also touching on global macro   ,-0.039999999999999966,0.5533333333333333,negative,0.245,0.65,0.105,-0.5994
827,"You don't buy Tesla, you don't support the Chinese and Russian dictatorship, genocide, cults, qAnon, antivaxers, sc… https://t.co/JBr2vdgzVn",you don t buy tesla  you don t support the chinese and russian dictatorship  genocide  cults  qanon  antivaxers  sc   ,0.0,0.0,positive,0.0,0.856,0.144,0.4019
828,@Andoni_Tesla @elespanolcom Las baterías a gran escala capaces de sustituir a una central nuclear durante días está… https://t.co/8jPaLTu75d,  tesla   las bater as a gran escala capaces de sustituir a una central nuclear durante d as est    ,0.0,0.25,neutral,0.0,1.0,0.0,0.0
829,@KimDotcom FUD against @elonmusk @Tesla etc,  fud against     etc,0.0,0.0,negative,0.512,0.488,0.0,-0.2732
830,"RT @HlyahulyaAKgn: TOGG dünya devlerine örnek oldu☝️😎🇹🇷🇹🇷

🚘Tesla ve Mercedes-Benz, Türkiye'de Togg gibi internetten satış yapacaklarını du…", togg d nya devlerine  rnek oldu          tesla ve mercedes benz  t rkiye de togg gibi internetten sat   yapacaklar n  du ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
833,"@tesla_avs あかん！かっこよくて買いたくなった！
NBシューズ合いますね！",  avs                    nb          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
835,"RT @Alisoninlibrary: @MikeCarlton01 Facts also not included. 
According to this https://t.co/fr8SSuBRRO that battery can power 30000 homes…",   facts also not included   according to this   that battery can power 30000 homes ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
836,"RT @FonsDK: Tesla is the Best Company in the World

Starting today, I’ll post a chart, data or analysis every weekday for the rest of 2022.…", tesla is the best company in the world  starting today  i ll post a chart  data or analysis every weekday for the rest of 2022  ,0.5,0.2,positive,0.0,0.84,0.16,0.6369
838,@RealDanODowd @elonmusk @Tesla Self-driving cars are designed for roads without people. I wonder if we have a name… https://t.co/UHtNA0S7Wn,      self driving cars are designed for roads without people  i wonder if we have a name   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
839,"@hikingskiing I don t have data. But i m sure, Tesla is top!",  i don t have data  but i m sure  tesla is top ,0.5,0.6944444444444444,positive,0.0,0.538,0.462,0.631
840,T2C Carlinkit Wireless CarPlay Adapter For Tesla Apple Car Play Wireless Box Dongle for Model 3 Model Y S X Car Waz… https://t.co/X4GZ8Y6VSs,t2c carlinkit wireless carplay adapter for tesla apple car play wireless box dongle for model 3 model y s x car waz   ,0.0,0.0,positive,0.0,0.876,0.124,0.34
842,@TeeTee_tesla ボーナス無いので、次の給料でたら握りしめて行ってみます🍴,  tesla                             ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
843,@_AstralOfficial @VoldexGames tesla,  astralofficial   tesla,0.0,0.0,neutral,0.0,1.0,0.0,0.0
846,RT @TeslaBest: Leaked photo shows Tesla Cybertruck frame for the first time 👍 https://t.co/xLpNkNgMs3, leaked photo shows tesla cybertruck frame for the first time    ,0.25,0.3333333333333333,negative,0.204,0.796,0.0,-0.3182
847,@Tsutsaev_Ruslan @WholeMarsBlog @elonmusk My thought is to have straight solar panels - not Tesla solar tiles. Migh… https://t.co/5oPTgEPMnx,  ruslan     my thought is to have straight solar panels   not tesla solar tiles  migh   ,0.2,0.4,positive,0.0,0.872,0.128,0.2263
848,"@elonmusk sir what about this idea? 

Electric movable homes for actors and travellers.

Cc @Tesla https://t.co/dGPZPqNCH7",  sir what about this idea    electric movable homes for actors and travellers   cc    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
849,@LordPagliarello @tribeodyssey @Tesla @Bitcoin I have typos all the time #tribe forever mate,        i have typos all the time  tribe forever mate,0.0,0.0,neutral,0.0,1.0,0.0,0.0
851,Tesla'yı bu karakter karşılıyorsa ya Galen? https://t.co/Dx6AiBr6oT,tesla y  bu karakter kar  l yorsa ya galen   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
852,"@chetfaliszek @Tesla I've had 5 Tesla's over the past few years, both my sister's have one, my wife has one, multip… https://t.co/bYQIutKm4k",    i ve had 5 tesla s over the past few years  both my sister s have one  my wife has one  multip   ,-0.225,0.175,neutral,0.0,1.0,0.0,0.0
854,"@elonmusk @tedlieu @elonmusk
  I have a question. You claimed a few days ago you fear assassination. The same day I… https://t.co/dAfNl3wXIZ",        i have a question  you claimed a few days ago you fear assassination  the same day i   ,-0.1,0.1125,negative,0.392,0.608,0.0,-0.7964
855,@LordPagliarello @tribeodyssey @Tesla @Bitcoin Haha Lord I just realised 4 is missing haha,        haha lord i just realised 4 is missing haha,0.06666666666666667,0.21666666666666665,positive,0.18,0.328,0.492,0.5859
857,"@William91965351 @Tesla I said it before: trucks for the last few miles. 

But not for hundreds or thousands of miles.",    i said it before  trucks for the last few miles    but not for hundreds or thousands of miles ,-0.1,0.08333333333333334,neutral,0.0,1.0,0.0,0.0
858,"@laurenboebert @elonmusk
  I have a question. You claimed a few days ago you fear assassination. The same day I rea… https://t.co/Uk4zSPOsfC",      i have a question  you claimed a few days ago you fear assassination  the same day i rea   ,-0.1,0.1125,negative,0.372,0.628,0.0,-0.7964
859,@Jaguar Designed by Tesla. Jaguar have to copy hard to catch up!,  designed by tesla  jaguar have to copy hard to catch up ,-0.2916666666666667,0.5416666666666666,negative,0.123,0.877,0.0,-0.1027
860,@CoreDAO_BTCs @Coredao_Org @cz_binance @elonmusk @BitcoinMagazine @VitalikButerin @binance @Cristiano @coinbase… https://t.co/XAXXGiS5LU,  btcs   org   binance               ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
861,"@TeslaBoomerMama Wow, this person's life must be very sad to say these things. Keep up the great work. The Tesla community values you.",  wow  this person s life must be very sad to say these things  keep up the great work  the tesla community values you ,0.08333333333333333,0.9166666666666666,positive,0.106,0.563,0.331,0.8024
863,"Tesla Sales of Chinese-Made Cars Hit Record, as Nation's Auto Market Shrinks.China’s overall November car sales slu… https://t.co/8MMGwjNcWn",tesla sales of chinese made cars hit record  as nation s auto market shrinks china s overall november car sales slu   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
865,"@stevenmarkryan Who’s ""they""?
Tesla belongs to its shareholders. We should get to decide what to do with OUR excess… https://t.co/EAAsFL7nzG",  who s  they   tesla belongs to its shareholders  we should get to decide what to do with our excess   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
868,"@TESLA_CREADOR Buenos días, TESLA 🫶🏼",  creador buenos d as  tesla   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
869,@jasondebolt Tesla stock is too high - Elon Musk,  tesla stock is too high   elon musk,0.16,0.5399999999999999,neutral,0.0,1.0,0.0,0.0
870,"@SawyerMerritt Tesla EVs are mass-market EVs selling at premium prices. When they are the only EVs available, EV lo… https://t.co/4daad9FSxt",  tesla evs are mass market evs selling at premium prices  when they are the only evs available  ev lo   ,0.2,0.7,neutral,0.0,1.0,0.0,0.0
872,@_Supremo_Art_ Your Tesla was giving you problems right?😂🤭,  supremo art  your tesla was giving you problems right   ,0.2857142857142857,0.5357142857142857,positive,0.193,0.429,0.379,0.3818
873,"@OperadorNuclear @elespanolcom @IEA Cierre gradual lógicamente, conforme se vayan sustituyendo. Sí la sustitución e… https://t.co/0nlMQTtVSb",      cierre gradual l gicamente  conforme se vayan sustituyendo  s  la sustituci n e   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
877,@TeslaAndDoge @JermboSlice #EVENT https://t.co/Hre2LWxnCm,     event  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
880,@Teslarati @Writer_01001101 i love tesla more than musk 🎈,    01001101 i love tesla more than musk  ,0.5,0.55,positive,0.0,0.543,0.457,0.6369
881,@elonmusk the recession doesn’t compare to your tesla stock losses and twitter bullshittery,  the recession doesn t compare to your tesla stock losses and twitter bullshittery,0.0,0.0,negative,0.355,0.645,0.0,-0.6705
882,Tesla build dier proper paper mache o https://t.co/UtZBttUykM,tesla build dier proper paper mache o  ,0.0,0.1,neutral,0.0,1.0,0.0,0.0
884,@TESLA_CREADOR Muy buenos 🤗🤗,  creador muy buenos   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
885,I don’t think me leaving Twitter will make much difference. The advertisers can make a difference so can those who… https://t.co/uxPGCOZsbY,i don t think me leaving twitter will make much difference  the advertisers can make a difference so can those who   ,0.2,0.2,neutral,0.0,1.0,0.0,0.0
886,@TESLA_CREADOR Federico,  creador federico,0.0,0.0,neutral,0.0,1.0,0.0,0.0
887,@Tesla Battery one thousand hour at Frigidaire electric consumption small area battery units sold in two at a time for use,  battery one thousand hour at frigidaire electric consumption small area battery units sold in two at a time for use,-0.25,0.4,neutral,0.0,1.0,0.0,0.0
888,@eilhorn @solarpapst Sollte für Tesla noch die Asiatischen Hersteller kein Thema sein 🤓nur für den Rest sieht es peinlich aus.,    sollte f r tesla noch die asiatischen hersteller kein thema sein  nur f r den rest sieht es peinlich aus ,0.0,0.0,negative,0.206,0.794,0.0,-0.5994
889,@k2nkrc4dzf @WholeMarsBlog @elonmusk Tesla thinks you don’t need a $100 parking sensors in your brand new model 3..… https://t.co/lcT8qdmu1s,      tesla thinks you don t need a  100 parking sensors in your brand new model 3     ,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0
890,RT @DibblesEd: @xIronman777 @jasondebolt https://t.co/mKF1U0qr0H,      ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
891,RT @bennu0634: Soldakiler Cumhuriyeti biz kurduk diyerek valsle kutlama yapanlar. Sağdakiler de soldakilerin  cahil ve yobaz olarak gördüğü…, soldakiler cumhuriyeti biz kurduk diyerek valsle kutlama yapanlar  sa dakiler de soldakilerin  cahil ve yobaz olarak g rd    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
892,"@matthewk0317 @gabbie_tesla @elonmusk It's far from that lad. I took the J&amp;J shot and was affected for 3 weeks, wit… https://t.co/EpZbXAs2K2",    tesla   it s far from that lad  i took the j amp j shot and was affected for 3 weeks  wit   ,0.1,1.0,negative,0.096,0.904,0.0,-0.1531
893,"""Not even a self-driving Tesla car can fix this guy's driving problem"" -Brian Hicks on Jordan Werth", not even a self driving tesla car can fix this guy s driving problem   brian hicks on jordan werth,0.0,0.0,negative,0.144,0.856,0.0,-0.4019
894,I just had a dream about Tom Cruise showing off his Tesla on a Zoom call with a whole bunch of people in my school'… https://t.co/DxqMjMXpRy,i just had a dream about tom cruise showing off his tesla on a zoom call with a whole bunch of people in my school    ,0.2,0.4,positive,0.0,0.909,0.091,0.25
898,"—- Personal Industry Reflection on the Tesla  FSD - Full Self Driving Scam —-

#ElonMusk has consistently overpromi… https://t.co/J165SNMWYn",   personal industry reflection on the tesla  fsd   full self driving scam      elonmusk has consistently overpromi   ,0.19999999999999998,0.3666666666666667,negative,0.209,0.791,0.0,-0.5719
899,"#原神

魔人任務をやる→放浪者に何となくアルルカンと命名→からくりサーカスの最終巻を久々に読み放浪者が欲しくなり10連＋6回ほど回す→煙緋2人（3凸）とゴロー1人（3凸）、弓蔵（1凸）も出たけどこれは勝ちなのでは",                                                         10  6        2  3      1  3      1                ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
900,@Tesla @elonmusk Is this for the refugees?,    is this for the refugees ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
902,"@gr8ball83 @ChargeGoGroup @teslaownersSV @Tesla @elonmusk Would make sense, my 2021 M3 has been creaky since day one.",          would make sense  my 2021 m3 has been creaky since day one ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
906,"RT @F_Desouche: Un Parisien interpelle Anne Hidalgo : ""Vous êtes la honte de la France et de Paris. On a mis deux siècles à faire de Paris…", un parisien interpelle anne hidalgo    vous  tes la honte de la france et de paris  on a mis deux si cles   faire de paris ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
907,"Новости автомира: в Шанхае приостановится выпуск Tesla Model Y в конце декабря
https://t.co/9uNaIaFUNg https://t.co/URgryt9hdi",                                                 tesla model y                    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
908,@TeslaAndDoge @JMdenhartog A man of many talents https://t.co/egPKbOtMSa,    a man of many talents  ,0.5,0.5,positive,0.0,0.5,0.5,0.4588
910,Arabam Tamam dir şimdi hazir herşey için teşekkür ederim TESLA MODEL 3 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻❄❄😍 https://t.co/hMkqSXHdt0,arabam tamam dir  imdi hazir her ey i in te ekk r ederim tesla model 3                  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
913,RT @CNEWS: «Vous êtes la honte de la France !» : Anne Hidalgo prise à partie par un passant à Paris https://t.co/af5e1bYZym,  vous  tes la honte de la france      anne hidalgo prise   partie par un passant   paris  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
914,@vesakal @KurronenS onko siinä Skodassa lämpöpumppu? 8 kW on aika iso lukema lämmitykseen. Tesla pitää lämpöjä yllä… https://t.co/EAJ8vVpM93,    onko siin  skodassa l mp pumppu  8 kw on aika iso lukema l mmitykseen  tesla pit   l mp j  yll    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
915,@ShiLLin_ViLLian @lukkshire #EVENT https://t.co/Na8Neckv6U,  villian    event  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
916,"Faize Para Verip Ödeyemeyenleri Tehdit Eden 6 Zanlı Tutuklandı

Haberin devamı için... 
https://t.co/bz4IWkYosO… https://t.co/kQoEEEcdTP",faize para verip  deyemeyenleri tehdit eden 6 zanl  tutukland   haberin devam  i in        ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
917,@vixey_voter Wonder how this lawsuit is going. If the plaintiffs logged how many tweets he’s made should be proof h… https://t.co/nzLpDHzKM0,  voter wonder how this lawsuit is going  if the plaintiffs logged how many tweets he s made should be proof h   ,0.5,0.5,negative,0.106,0.894,0.0,-0.2789
918,@RjeyTech Tesla Model X,  tesla model x,0.0,0.0,neutral,0.0,1.0,0.0,0.0
919,RT @brian_curtin: my neighbor has a tesla and i have two pit bulls. training begins tomorrow., my neighbor has a tesla and i have two pit bulls  training begins tomorrow ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
921,"RT @teslaownersSV: “Unless something drastically changes for @Rivian and @LucidMotors, they will both go bankrupt.” @elonmusk “Only America…",  unless something drastically changes for   and    they will both go bankrupt      only america ,0.0,1.0,negative,0.231,0.769,0.0,-0.5574
922,@Valkyrae @elonmusk I'm pretty sure the same thing happened to a youtuber names McCreamy his YouTube account got ha… https://t.co/4U0izMUhUg,    i m pretty sure the same thing happened to a youtuber names mccreamy his youtube account got ha   ,0.25,0.6712962962962963,positive,0.0,0.603,0.397,0.7845
924,@mcdubious1 @thevivafrei @ThisIsKyleR @elonmusk I hear it's free with a Tesla device.,        i hear it s free with a tesla device ,0.4,0.8,positive,0.0,0.602,0.398,0.5106
925,"RT @Poloniex: Futures Championship is ON!🥳🥳🥳

Prizes🏆: #MASERATI🏎️ #TESLA🚗 #IPHONE📱!

The larger trading volume, the higher winning chance!…", futures championship is on      prizes    maserati    tesla   iphone    the larger trading volume  the higher winning chance  ,0.25,0.5833333333333334,positive,0.0,0.515,0.485,0.8834
926,"@MikeCarlton01 For the record: the Tesla battery lasts 8 hours x 30,000 homes.",  for the record  the tesla battery lasts 8 hours x 30 000 homes ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
928,"RT @truemagic68: US TECH YTD - NASDAQ -30.49%, AMAZON -47.72%, APPLE -21.89%, ALPHABET -35.97%, META -65.76%, NETFLIX -46.43%, MICROSOFT -2…", us tech ytd   nasdaq  30 49   amazon  47 72   apple  21 89   alphabet  35 97   meta  65 76   netflix  46 43   microsoft  2 ,0.0,0.0,positive,0.0,0.925,0.075,0.1779
929,"@POTUS Is Tesla ever going to be mentioned?  Oh no, of course not as Tesla doesn’t have a unionised workforce that… https://t.co/J0bnbb25uh",  is tesla ever going to be mentioned   oh no  of course not as tesla doesn t have a unionised workforce that   ,0.0,0.0,negative,0.109,0.891,0.0,-0.296
930,I will save up money to buy a Tesla,i will save up money to buy a tesla,0.0,0.0,positive,0.0,0.652,0.348,0.4939
933,"RT @MarionMarechal: À #Quimper, un boucher français ferme son commerce suite à des agressions. Deux ans plus tard, la boucherie rouvre en v…",    quimper  un boucher fran ais ferme son commerce suite   des agressions  deux ans plus tard  la boucherie rouvre en v ,0.0,0.0,negative,0.163,0.837,0.0,-0.5423
935,@jeremyjudkins_ @DirtyTesLa @YouTubeLiaison Bussy Tesla should be safe choice 👍😏,       bussy tesla should be safe choice   ,0.5,0.5,positive,0.0,0.633,0.367,0.4404
936,@Tesla Small ones for practical use around a house so a little water a hot room you have a steam engine powering a… https://t.co/1nOEKKBhwv,  small ones for practical use around a house so a little water a hot room you have a steam engine powering a   ,-0.0625,0.5833333333333334,neutral,0.0,1.0,0.0,0.0
937,@ShiLLin_ViLLian @Toyinsol This is amazing! Look at https://t.co/6kEFQNvr6J,  villian   this is amazing  look at  ,0.6000000000000001,0.9,positive,0.0,0.568,0.432,0.5859
938,"RT @oldLentach: Билл Гейтс отмечал, что законы физики делают грузовую фуру несовместимой с чистой электротягой. Но просачивающиеся данные о…",                                                                                                                             ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
939,"@KurronenS Tuolla minun listalle Tesla ei yllä, sillä talvea ei ole huomioitu kaikessa. Mutta jos polttomoottori, n… https://t.co/00gBuBKgwL",  tuolla minun listalle tesla ei yll   sill  talvea ei ole huomioitu kaikessa  mutta jos polttomoottori  n   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
940,"O kadar cahilsiniz ki dininiz var diye ahlaka ihtiyacınız kalmadığını sanıyorsunuz

-Nikola Tesla",o kadar cahilsiniz ki dininiz var diye ahlaka ihtiyac n z kalmad   n  san yorsunuz   nikola tesla,0.0,0.0,neutral,0.0,1.0,0.0,0.0
941,@CryptoMichNL Nice than last one https://t.co/n7ACoJtX2N,  nice than last one  ,0.3,0.5333333333333333,positive,0.0,0.517,0.483,0.4215
942,"@CritFacts Musk made most of his money from increasing value of his companies.

A lot of people who are now complai… https://t.co/8RP9m4r0W1",  musk made most of his money from increasing value of his companies   a lot of people who are now complai   ,0.5,0.5,positive,0.0,0.882,0.118,0.34
943,RT @igustiaji: @gmgiray @cryptotrfacts A man of many talents https://t.co/aB1KLoB6OZ,     a man of many talents  ,0.5,0.5,positive,0.0,0.5,0.5,0.4588
946,"RT @tv47ke: George Wajackoyah buys a brand new Tesla Car 🚗. 

""This car is the Lord of the ring. I have driven vehicles but this one is a m…", george wajackoyah buys a brand new tesla car       this car is the lord of the ring  i have driven vehicles but this one is a m ,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0
947,RT @ChineseWSJ: #本周热读  针对抗议者的要求，中国领导层已释放出放松抗疫政策的信号；警方在抗议活动地点大规模部署警力，又利用数字化监控工具来追查参加抗议活动的人员。这种软硬兼施的做法是中共一贯的行事作风。现在的问题是，在中国领导人面临的不确定的新现实中，这种套…,                                                                                                                             ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
948,"@muskQu0tes @elonmusk @elonmusk
  I have a question. You claimed a few days ago you fear assassination. The same da… https://t.co/46wCz90wKS",        i have a question  you claimed a few days ago you fear assassination  the same da   ,-0.1,0.1125,negative,0.392,0.608,0.0,-0.7964
951,@JoeTegtmeyer Enough man Tesla and Tesla. Stock is going down now so buckle up,  enough man tesla and tesla  stock is going down now so buckle up,-0.07777777777777779,0.3944444444444445,neutral,0.0,1.0,0.0,0.0
953,RT @w1tch_d0kt0r: Pit bull wrecks Tesla. #LadaQuality., pit bull wrecks tesla   ladaquality ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
954,@TeslaAndDoge @stats_feed #EVENT https://t.co/YUNFo5kjjJ,    feed  event  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
955,"@elonmusk @elonmusk
 I have a question. You claimed a few days ago you fear assassination. The same day I read an a… https://t.co/4LsZpwxbuR",     i have a question  you claimed a few days ago you fear assassination  the same day i read an a   ,-0.1,0.1125,negative,0.353,0.647,0.0,-0.7964
957,This is TESLA Quality https://t.co/Fo6kwkQGd3,this is tesla quality  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
958,@profastfixes @Tesla @elonmusk Oh don’t your have the city of London to cause trouble in V for Vendetta???,      oh don t your have the city of london to cause trouble in v for vendetta   ,-0.2,0.2,negative,0.172,0.828,0.0,-0.4019
959,"We need  new light energy in every dwelling that not only raises our vibrations, keeps us connected 2 Source, this… https://t.co/D7pe2KC4aA",we need  new light energy in every dwelling that not only raises our vibrations  keeps us connected 2 source  this   ,0.1787878787878788,0.7181818181818181,positive,0.0,0.842,0.158,0.296
960,@TESLA_CREADOR 🧇☕️😘😘😘😘😘,  creador         ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
963,"RT @Koo_kuro: @ShayTheAries Tesla's deadass be made out of graham crackers, gum, and a prayer lmao https://t.co/YmcNm6IFuK",   tesla s deadass be made out of graham crackers  gum  and a prayer lmao  ,0.6,1.0,positive,0.0,0.738,0.262,0.5994
965,@Tesla @elonmusk @elonmusk I have an important question Elon and I'd like to ask you privately as it's pertaining t… https://t.co/0zgjCGWRVc,      i have an important question elon and i d like to ask you privately as it s pertaining t   ,0.2,0.6875,positive,0.0,0.736,0.264,0.5106
967,"RT @Tesla: The Tesla S P100D goes from 0-60mph in 2.4 seconds. 

What else can you get done in that time?", the tesla s p100d goes from 0 60mph in 2 4 seconds    what else can you get done in that time ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
968,@OperadorNuclear @elespanolcom Las soluciones ya existen a nivel comercial y se están instalando. No son un experim… https://t.co/08iENRnZzS,    las soluciones ya existen a nivel comercial y se est n instalando  no son un experim   ,0.0,0.0,negative,0.155,0.845,0.0,-0.296
969,"@bburnworth @WholeMarsBlog @elonmusk That’s Tesla’s solar roof, isn’t it?",      that s tesla s solar roof  isn t it ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
970,"@MasMadridCiudad @Rita_Maestre Es muy sencillo ya que están registrados por el impuesto de circulación,donde hay má… https://t.co/xIbIp9UsX0",    maestre es muy sencillo ya que est n registrados por el impuesto de circulaci n donde hay m    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
971,@gmgiray @cryptotrfacts A man of many talents https://t.co/aB1KLoB6OZ,    a man of many talents  ,0.5,0.5,positive,0.0,0.5,0.5,0.4588
972,RT @charlie05350882: @stedas @RoMusic27 Holiday giveaway has started https://t.co/0yYlHk5hr5,     holiday giveaway has started  ,0.0,0.0,positive,0.0,0.526,0.474,0.4019
973,@the_nabla_op 💯 logical conclusion is those who are pretending to represent Tesla share holders demanding BBs actually have an agenda.,  nabla op   logical conclusion is those who are pretending to represent tesla share holders demanding bbs actually have an agenda ,0.125,0.175,positive,0.084,0.756,0.16,0.1779
976,@TESLA_CREADOR Buenos dias 👍,  creador buenos dias  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
977,"For Tesla X S Y 3 Gen 2 Mobile Connector bundle charger kit NEMA 14-50, J1772 https://t.co/ZCN6NWaTUr eBay https://t.co/uh7DT4Y4Ka",for tesla x s y 3 gen 2 mobile connector bundle charger kit nema 14 50  j1772   ebay  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
978,16-20 TESLA MODEL S X POWER STEERING GEAR RACK PINION OEM 1070801-99-D https://t.co/vizgMxH2dT eBay https://t.co/21J6xNd3iP,16 20 tesla model s x power steering gear rack pinion oem 1070801 99 d   ebay  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
980,"@thatdave_k @BlanikZ Jsem realista. Nova tesla je porad auto ktere ma 4 kola, cepy, tlumice, prahy, brzdy,  povime… https://t.co/PzHeO8UyXm",  k   jsem realista  nova tesla je porad auto ktere ma 4 kola  cepy  tlumice  prahy  brzdy   povime   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
981,What do you guys think about the new Tesla Semi? https://t.co/6c8xrPlGYk,what do you guys think about the new tesla semi   ,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0
982,"I bought a 08 Mini One Convertible as a stop gap car ahead of my Tesla arriving. It was a fabulous thing, I should… https://t.co/fRGquprUGJ",i bought a 08 mini one convertible as a stop gap car ahead of my tesla arriving  it was a fabulous thing  i should   ,0.4,1.0,positive,0.097,0.752,0.15,0.296
